celebrity_name,season,week,twitter_mentions,instagram_engagement,facebook_shares,youtube_views,sentiment_score,google_search_volume
Stephen Nedoroscik,33,1,1152,52599,477,293664,0.269,22.5
Stephen Nedoroscik,33,2,1219,33840,478,63125,0.502,24.5
Stephen Nedoroscik,33,3,1375,52342,569,662020,0.233,31.8
Stephen Nedoroscik,33,4,1437,65763,573,188155,0.51,34.5
Stephen Nedoroscik,33,5,1525,34434,648,1527095,0.579,51.3
Stephen Nedoroscik,33,6,1655,64301,650,84169,0.585,51.8
Stephen Nedoroscik,33,7,1762,83692,727,650011,0.135,57.2
Stephen Nedoroscik,33,8,1846,27454,756,1522422,0.567,59.2
Stephen Nedoroscik,33,9,2035,51915,806,606411,0.703,41.0
Ilona Maher,33,1,1286,25300,471,409593,0.195,33.6
Ilona Maher,33,2,1470,42695,555,257013,-0.038,48.1
Ilona Maher,33,3,1553,30866,623,634824,0.63,69.4
Ilona Maher,33,4,1610,48485,628,263454,0.257,60.6
Ilona Maher,33,5,1631,37843,666,455972,0.065,61.0
Ilona Maher,33,6,1786,50797,750,597976,0.133,86.1
Ilona Maher,33,7,1951,22050,841,204805,0.233,91.7
Ilona Maher,33,8,2022,57320,819,896468,0.501,79.3
Ilona Maher,33,9,2232,73804,921,1773887,0.213,91.4
Anna Delvey,33,1,715,820,278,160235,-0.194,18.0
Anna Delvey,33,2,790,1829,324,270545,-0.151,13.0
Brooks Nader,33,1,855,16382,371,255572,-0.112,34.9
Brooks Nader,33,2,948,27595,402,890501,0.147,41.0
Brooks Nader,33,3,1046,16846,424,308511,0.115,51.0
Brooks Nader,33,4,1140,26397,421,63614,0.508,41.6
Phaedra Parks,33,1,921,6567,392,25430,0.286,10.4
Phaedra Parks,33,2,1007,8943,435,102655,0.555,14.2
Phaedra Parks,33,3,1120,9176,440,227365,0.113,16.5
Phaedra Parks,33,4,1272,18755,476,703273,0.344,15.9
Phaedra Parks,33,5,1278,17853,518,424403,0.335,21.3
Jenn Tran,33,1,1004,770842,411,451203,-0.15,27.0
Jenn Tran,33,2,1061,441157,449,282652,0.309,24.1
Jenn Tran,33,3,1161,741266,459,87081,0.265,20.2
Jenn Tran,33,4,1257,627808,489,419477,0.407,33.1
Jenn Tran,33,5,1413,427753,525,679305,0.269,26.7
Jenn Tran,33,6,1497,602537,617,335280,0.377,39.0
Joey Graziadei,33,1,1336,1519627,497,982975,0.514,74.6
Joey Graziadei,33,2,1388,616171,571,722506,0.345,78.4
Joey Graziadei,33,3,1561,1285997,655,459614,0.529,116.2
Joey Graziadei,33,4,1629,837260,652,130938,0.39,109.0
Joey Graziadei,33,5,1759,1025433,712,272967,0.495,103.7
Joey Graziadei,33,6,1899,740967,798,657289,0.489,145.4
Joey Graziadei,33,7,2025,1287524,858,318468,0.664,110.6
Joey Graziadei,33,8,2149,874877,823,550495,0.603,144.7
Joey Graziadei,33,9,2250,1647677,880,105068,0.793,169.6
Corey Feldman,34,1,690,25646,262,117583,0.208,24.6
Corey Feldman,34,2,719,10799,308,98183,-0.312,39.5
Danielle Fishel,34,1,954,153460,399,380087,0.197,27.1
Danielle Fishel,34,2,1030,262789,422,511736,-0.061,30.1
Danielle Fishel,34,3,1177,117147,421,2003732,0.206,35.1
Danielle Fishel,34,4,1206,258123,451,60965,0.298,35.1
Danielle Fishel,34,5,1238,380369,508,400893,0.475,45.0
Danielle Fishel,34,6,1350,289043,551,325430,0.614,52.2
Danielle Fishel,34,7,1422,155621,554,742660,0.22,68.1
Danielle Fishel,34,8,1532,247482,638,1233361,0.656,56.1
Elaine Hendrix,34,1,1129,39109,452,853140,-0.139,33.9
Elaine Hendrix,34,2,1199,40951,510,157312,-0.082,37.3
Elaine Hendrix,34,3,1353,46138,489,251893,0.286,40.2
Elaine Hendrix,34,4,1367,73811,522,477569,0.509,29.8
Elaine Hendrix,34,5,1494,38642,603,202984,0.292,50.0
Elaine Hendrix,34,6,1598,77540,626,620038,0.535,34.3
Elaine Hendrix,34,7,1725,25691,682,323467,0.397,42.8
Elaine Hendrix,34,8,1784,37836,726,4127432,0.702,39.5
Elaine Hendrix,34,9,1862,82104,732,511494,0.587,43.3
Elaine Hendrix,34,10,2093,62827,780,476951,0.762,40.3
Elaine Hendrix,34,11,2093,41842,831,218640,0.493,66.0
Baron Davis,34,1,615,47752,301,90655,0.14,73.8
Baron Davis,34,2,751,44864,301,47192,0.252,63.6
Jordan Chiles,34,1,1217,11141,488,334558,-0.206,37.5
Jordan Chiles,34,2,1300,10969,557,718622,0.415,33.7
Jordan Chiles,34,3,1460,15371,605,1436145,0.332,28.2
Jordan Chiles,34,4,1481,15241,587,616086,0.196,48.8
Jordan Chiles,34,5,1679,21998,672,581857,0.625,39.5
Jordan Chiles,34,6,1782,17021,692,1910610,0.611,53.1
Jordan Chiles,34,7,1811,6762,739,690567,0.551,60.9
Jordan Chiles,34,8,1887,7608,801,1462228,0.481,50.1
Jordan Chiles,34,9,2024,7534,861,1328936,0.473,69.3
Jordan Chiles,34,10,2189,21222,873,253724,0.359,62.7
Jordan Chiles,34,11,2295,9289,951,1833390,0.547,56.9
Andy Richter,34,1,1010,6228,397,1927600,-0.27,47.3
Andy Richter,34,2,1074,2150,437,2641138,-0.057,48.5
Andy Richter,34,3,1098,7222,478,470495,-0.195,83.7
Andy Richter,34,4,1237,4950,538,1310938,0.164,91.7
Andy Richter,34,5,1372,5390,530,939020,0.234,71.9
Andy Richter,34,6,1465,9677,591,123089,0.237,62.3
Andy Richter,34,7,1528,7463,622,406029,0.251,92.9
Andy Richter,34,8,1638,10873,672,27527,0.219,82.5
Andy Richter,34,9,1752,6860,679,387120,0.363,72.7
Robert Irwin,34,1,1332,15966,523,113755,0.146,7.5
Robert Irwin,34,2,1446,55448,565,256019,0.45,12.6
Robert Irwin,34,3,1603,61276,646,1121185,0.368,15.1
Robert Irwin,34,4,1677,37078,649,305045,0.696,13.2
Robert Irwin,34,5,1790,68575,720,277787,0.688,16.3
Robert Irwin,34,6,1828,24328,722,1629954,0.421,14.7
Robert Irwin,34,7,2012,57860,843,1084687,0.438,14.4
Robert Irwin,34,8,2155,44366,873,634417,0.361,17.3
Robert Irwin,34,9,2267,77931,904,405505,0.529,20.9
Robert Irwin,34,10,2476,27919,910,830748,0.902,17.7
Robert Irwin,34,11,2532,31637,1026,1394258,0.497,21.4
Hilaria Baldwin,34,1,778,17963,293,125070,-0.054,58.0
Hilaria Baldwin,34,2,855,12260,318,438886,-0.018,78.4
Hilaria Baldwin,34,3,924,9508,413,554255,0.331,83.4
Hilaria Baldwin,34,4,952,9650,398,567059,0.473,62.7
Lauren Jauregui,34,1,703,21292,262,136855,0.267,36.6
Lauren Jauregui,34,2,810,26280,311,381468,0.258,41.4
Lauren Jauregui,34,3,819,30093,341,90985,0.027,48.4
Scott Hoying,34,1,891,50505,316,207597,0.362,115.5
Scott Hoying,34,2,921,183931,372,3663634,0.393,94.0
Scott Hoying,34,3,942,107571,401,1873410,0.416,135.7
Scott Hoying,34,4,1039,130644,445,162874,0.158,109.9
Scott Hoying,34,5,1125,213497,435,231772,0.078,130.1
Scott Hoying,34,6,1210,254196,486,447390,0.457,161.5
Alix Earle,34,1,1307,565,486,157249,0.376,9.6
Alix Earle,34,2,1400,318,523,492587,-0.173,13.5
Alix Earle,34,3,1525,359,604,336113,0.117,15.4
Alix Earle,34,4,1695,370,625,504643,0.038,14.2
Alix Earle,34,5,1669,916,697,1061724,0.488,12.6
Alix Earle,34,6,1806,863,713,4000292,0.364,15.2
Alix Earle,34,7,1979,1258,807,569838,0.389,18.8
Alix Earle,34,8,2030,1129,844,68721,0.797,21.2
Alix Earle,34,9,2331,1109,901,4075314,0.396,15.8
Alix Earle,34,10,2319,1462,933,1829499,0.283,20.4
Alix Earle,34,11,2432,821,946,376863,0.394,14.6
Jen Affleck,34,1,871,282639,337,151185,-0.118,50.5
Jen Affleck,34,2,973,226202,369,486306,0.394,34.5
Jen Affleck,34,3,1066,117377,412,591226,0.356,39.7
Jen Affleck,34,4,1091,131612,434,695193,0.22,53.3
Jen Affleck,34,5,1182,321775,481,475835,0.578,58.3
Jen Affleck,34,6,1215,365624,545,247763,0.325,68.9
Jen Affleck,34,7,1335,349416,543,618355,0.289,48.4
Whitney Leavitt,34,1,1086,14013,434,152424,-0.031,28.8
Whitney Leavitt,34,2,1156,37941,464,639521,0.523,42.1
Whitney Leavitt,34,3,1224,43670,512,520072,0.57,47.4
Whitney Leavitt,34,4,1345,33510,535,534023,0.499,39.1
Whitney Leavitt,34,5,1390,38621,548,325614,0.397,63.6
Whitney Leavitt,34,6,1481,33249,596,207036,0.537,66.2
Whitney Leavitt,34,7,1744,31471,627,788428,0.768,58.0
Whitney Leavitt,34,8,1671,42995,690,190328,0.507,78.6
Whitney Leavitt,34,9,1784,62958,688,313982,0.542,86.7
Whitney Leavitt,34,10,1841,69428,766,762589,0.522,75.0
Dylan Efron,34,1,1176,137607,473,499350,-0.076,88.0
Dylan Efron,34,2,1277,99507,540,231344,0.371,100.6
Dylan Efron,34,3,1426,207317,520,4642441,0.073,76.8
Dylan Efron,34,4,1478,71944,593,1377046,0.588,115.0
Dylan Efron,34,5,1570,208921,643,169526,0.717,78.0
Dylan Efron,34,6,1700,182547,671,370978,0.376,137.3
Dylan Efron,34,7,1812,128869,668,197147,0.394,104.2
Dylan Efron,34,8,1901,254481,791,281759,0.594,122.5
Dylan Efron,34,9,2006,199034,828,1336283,0.638,126.0
Dylan Efron,34,10,2131,155207,814,267392,0.172,158.7
Dylan Efron,34,11,2194,403528,908,373063,0.541,145.0
